Index Name,Currency,TickerType,Availability,RussellTick,Bloomberg,ReutersRIC
Russell Fundamental Developed Europe Large Company Price EUR,EUR,Price,End of day,RUFDELE,RUFDEULE,.RUFDELE
Russell Fundamental Developed Europe Large Company Total EUR,EUR,Total,End of day,RUFDELTE,,.RUFDELTE
Russell Fundamental Developed Europe Large Company Total Return USD,USD,Total,End of day,RUFDELTU,,.RUFDELTU
Russell Fundamental Developed Europe Large Company USD,USD,Price,End of day,RUFDELU,RUFDEULU,.RUFDELU
Russell Fundamental Developed Europe Small Company Index,USD,Price,End of day,,RUFDEUSU,
Russell Fundamental Developed Europe USD,USD,Price,End of day,RUFDEURU,RUFDEURU,.RUFDEURU
Russell Fundamental Developed Europe USD NR,USD,Net,End of day,RUFDEUNU,,.RUFDEUNU
Russell Fundamental Developed Europe USD TR,USD,Total,End of day,RUFDEUTU,,.RUFDEUTU
Russell Fundamental Developed Eurozone Large Company Net EUR,EUR,Net,End of day,RUFEZLNE,,.RUFEZLNE
Russell Fundamental Developed Eurozone Large Company Price EUR,EUR,Price,End of day,RUFEZLE,,.RUFEZLE
Russell Fundamental Developed Eurozone Large Company Total EUR,EUR,Total,End of day,RUFEZLTE,,.RUFEZLTE
Russell Fundamental Developed ex-US  ,USD,Price,End of day,RUFGDXUU,RUFGDXUU,.RUFGDXUU
Russell Fundamental Developed ex-US  Net Return,USD,Net,End of day,RUFDXUNU,RUFDXUNU,.RUFDXUNU
Russell Fundamental Developed ex-US  Total Return,USD,Total,End of day,RUFDXUTU,RUFDXUTU,.RUFDXUTU
Russell Fundamental Developed ex-US Index,GBP,Price,End of day,,RUFGDXUP,
Russell Fundamental Developed ex-US Index,GBP,Total,End of day,,RUFDXUTP,
Russell Fundamental Developed ex-US Index,GBP,Net,End of day,,RUFDXUNP,
Russell Fundamental Developed ex-US Index,EUR,Price,End of day,,RUFGDXUE,
Russell Fundamental Developed ex-US Index,EUR,Total,End of day,,RUFDXUTE,
Russell Fundamental Developed ex-US Index,EUR,Net,End of day,,RUFDXUNE,
Russell Fundamental Developed ex-US Index,JPY,Price,End of day,,RUFGDXUY,
Russell Fundamental Developed ex-US Index,JPY,Total,End of day,,RUFGDXUY,
Russell Fundamental Developed ex-US Index,JPY,Net,End of day,,RUFDXUNY,
Russell Fundamental Developed ex-US Large Company ,USD,Price,Real Time,RUFDXULU,RUFDXULU,.RUFDXULU
Russell Fundamental Developed ex-US Large Company Index,GBP,Price,End of day,,RUFDXULP,
Russell Fundamental Developed ex-US Large Company Index,GBP,Total,End of day,,RUFDXLTP,
Russell Fundamental Developed ex-US Large Company Index,GBP,Net,End of day,,RUFDXLNP,
Russell Fundamental Developed ex-US Large Company Index,EUR,Price,End of day,,RUFDXULE,
Russell Fundamental Developed ex-US Large Company Index,EUR,Total,End of day,,RUFDXLTE,
Russell Fundamental Developed ex-US Large Company Index,EUR,Net,End of day,,RUFDXLNE,
Russell Fundamental Developed ex-US Large Company Index,JPY,Price,End of day,,RUFDXULY,
Russell Fundamental Developed ex-US Large Company Index,JPY,Total,End of day,,RUFDXLTY,
Russell Fundamental Developed ex-US Large Company Index,JPY,Net,End of day,,RUFDXLNY,
Russell Fundamental Developed ex-US Large Company NR,USD,Net,Real Time,RUFDXLNU,RUFDXLNU,.RUFDXLNU
Russell Fundamental Developed ex-US Large Company TR,USD,Total,Real Time,RUFDXLTU,RUFDXLTU,.RUFDXLTU
Russell Fundamental Developed ex-US Small Company ,USD,Price,Real Time,RUFDXUSU,RUFDXUSU,.RUFDXUSU
Russell Fundamental Developed ex-US Small Company Index,GBP,Price,End of day,,RUFDXUSP,
Russell Fundamental Developed ex-US Small Company Index,GBP,Total,End of day,,RUFDXSTP,
Russell Fundamental Developed ex-US Small Company Index,GBP,Net,End of day,,RUFDXSNP,
Russell Fundamental Developed ex-US Small Company Index,EUR,Price,End of day,,RUFDXUSE,
Russell Fundamental Developed ex-US Small Company Index,EUR,Total,End of day,,RUFDXSTE,
Russell Fundamental Developed ex-US Small Company Index,EUR,Net,End of day,,RUFDXSNE,
Russell Fundamental Developed ex-US Small Company Index,JPY,Price,End of day,,RUFDXUSY,
Russell Fundamental Developed ex-US Small Company Index,JPY,Total,End of day,,RUFDXSTY,
Russell Fundamental Developed ex-US Small Company Index,JPY,Net,End of day,,RUFDXSNY,
Russell Fundamental Developed ex-US Small Company NR,USD,Net,Real Time,RUFDXSNU,RUFDXSNU,.RUFDXSNU
Russell Fundamental Developed ex-US Small Company TR,USD,Total,Real Time,RUFDXSTU,RUFDXSTU,.RUFDXSTU
Russell Fundamental Developed Index,GBP,Price,End of day,,RUFGDBP,
Russell Fundamental Developed Index,GBP,Total,End of day,,RUFGDTP,
Russell Fundamental Developed Index,GBP,Net,End of day,,RUFGDNP,
Russell Fundamental Developed Index,EUR,Price,End of day,,RUFGDEUR,
Russell Fundamental Developed Index,EUR,Total,End of day,,RUFGDTRE,
Russell Fundamental Developed Index,EUR,Net,End of day,,RUFGDNE,
Russell Fundamental Developed Index,JPY,Price,End of day,,RUFGDJPY,
Russell Fundamental Developed Index,JPY,Total,End of day,,RUFGDTRY,
Russell Fundamental Developed Index,JPY,Net,End of day,,RUFGDNY,
Russell Fundamental Developed Large Co Net Local,LOC,Net,End of day,RUFGDLNL,RUFGDLNL,.RUFGDLNL
Russell Fundamental Developed Large Co Total Local,LOC,Total,End of day,RUFGDLTL,RUFGDLTL,.RUFGDLTL
Russell Fundamental Developed Large Company ,USD,Price,End of day,RUFGDLU,RUFGDLU,.RUFGDLU
Russell Fundamental Developed Large Company Index,GBP,Price,End of day,,RUFGDLP,
Russell Fundamental Developed Large Company Index,GBP,Total,End of day,,RUFGDLTP,
Russell Fundamental Developed Large Company Index,GBP,Net,End of day,,RUFGDLNP,
Russell Fundamental Developed Large Company Index,EUR,Price,End of day,,RUFGDLE,
Russell Fundamental Developed Large Company Index,EUR,Total,End of day,,RUFGDLTE,
Russell Fundamental Developed Large Company Index,EUR,Net,End of day,,RUFGDLNE,
Russell Fundamental Developed Large Company Index,JPY,Price,End of day,,RUFGDLY,
Russell Fundamental Developed Large Company Index,JPY,Total,End of day,,RUFGDLTY,
Russell Fundamental Developed Large Company Index,JPY,Net,End of day,,RUFGDLNY,
Russell Fundamental Developed Large Company Local,LOC,Price,End of day,RUFGDLL,RUFGDLL,.RUFGDLL
Russell Fundamental Developed Large Company NR,USD,Net,End of day,RUFGDLNU,RUFGDLNU,.RUFGDLNU
Russell Fundamental Developed Large Company TR,USD,Total,End of day,RUFGDLTU,RUFGDLTU,.RUFGDLTU
Russell Fundamental Developed Net Return,USD,Net,End of day,RUFGDNU,RUFGDNU,.RUFGDNU
Russell Fundamental Developed Small Company ,USD,Price,End of day,RUFGDSU,RUFGDSU,.RUFGDSU
Russell Fundamental Developed Small Company Index,GBP,Price,End of day,,RUFGDSP,
Russell Fundamental Developed Small Company Index,GBP,Total,End of day,,RUFGDSTP,
Russell Fundamental Developed Small Company Index,GBP,Net,End of day,,RUFGDSNP,
Russell Fundamental Developed Small Company Index,EUR,Price,End of day,,RUFGDSE,
Russell Fundamental Developed Small Company Index,EUR,Total,End of day,,RUFGDSTE,
Russell Fundamental Developed Small Company Index,EUR,Net,End of day,,RUFGDSNE,
Russell Fundamental Developed Small Company Index,JPY,Price,End of day,,RUFGDSY,
Russell Fundamental Developed Small Company Index,JPY,Total,End of day,,RUFGDSTY,
Russell Fundamental Developed Small Company Index,JPY,Net,End of day,,RUFGDSNY,
Russell Fundamental Developed Small Company NR,USD,Net,End of day,RUFGDSNU,RUFGDSNU,.RUFGDSNU
Russell Fundamental Developed Small Company TR,USD,Total,End of day,RUFGDSTU,RUFGDSTU,.RUFGDSTU
Russell Fundamental Developed Total Return,USD,Total,End of day,RUFGDTU,RUFGDTU,.RUFGDTU
Russell Fundamental Emerging Mkts  ,USD,Price,Real Time,RUFGEUSD,RUFGEUSD,.RUFGEUSD
Russell Fundamental Emerging Mkts Index,GBP,Price,End of day,,RUFGEGBP,
Russell Fundamental Emerging Mkts Index,GBP,Total,End of day,,RUFGETP,
Russell Fundamental Emerging Mkts Index,GBP,Net,End of day,,RUFGENP,
Russell Fundamental Emerging Mkts Index,EUR,Price,End of day,,RUFGEEUR,
Russell Fundamental Emerging Mkts Index,EUR,Total,End of day,,RUFGETE,
Russell Fundamental Emerging Mkts Index,EUR,Net,End of day,,RUFGENE,
Russell Fundamental Emerging Mkts Index,JPY,Price,End of day,,RUFGEJPY,
Russell Fundamental Emerging Mkts Index,JPY,Total,End of day,,RUFGETY,
Russell Fundamental Emerging Mkts Index,JPY,Net,End of day,,RUFGENY,
Russell Fundamental Emerging Mkts Large Co Net Local,LOC,Net,End of day,RUFGELNL,RUFGELNL,.RUFGELNL
Russell Fundamental Emerging Mkts Large Co Total Local,LOC,Total,End of day,RUFGELTL,RUFGELTL,.RUFGELTL
Russell Fundamental Emerging Mkts Large Company ,USD,Price,Real Time,RUFGELU,RUFGELU,.RUFGELU
Russell Fundamental Emerging Mkts Large Company Index,GBP,Price,End of day,,RUFGELP,
Russell Fundamental Emerging Mkts Large Company Index,GBP,Total,End of day,,RUFGELTP,
Russell Fundamental Emerging Mkts Large Company Index,GBP,Net,End of day,,RUFGELNP,
Russell Fundamental Emerging Mkts Large Company Index,EUR,Price,End of day,,RUFGELE,
Russell Fundamental Emerging Mkts Large Company Index,EUR,Total,End of day,,RUFGELTE,
Russell Fundamental Emerging Mkts Large Company Index,EUR,Net,End of day,,RUFGELNE,
Russell Fundamental Emerging Mkts Large Company Index,JPY,Price,End of day,,RUFGELY,
Russell Fundamental Emerging Mkts Large Company Index,JPY,Total,End of day,,RUFGELTY,
Russell Fundamental Emerging Mkts Large Company Index,JPY,Net,End of day,,RUFGELNY,
Russell Fundamental Emerging Mkts Large Company Local,LOC,Price,End of day,RUFGELL,RUFGELL,.RUFGELL
Russell Fundamental Emerging Mkts Large Company NR,USD,Net,Real Time,RUFGELNU,RUFGELNU,.RUFGELNU
Russell Fundamental Emerging Mkts Large Company TR,USD,Total,Real Time,RUFGELTU,RUFGELTU,.RUFGELTU
Russell Fundamental Emerging Mkts Net Return,USD,Net,End of day,RUFGENU,RUFGENU,.RUFGENU
Russell Fundamental Emerging Mkts Small Company ,USD,Price,End of day,RUFGESU,RUFGESU,.RUFGESU
Russell Fundamental Emerging Mkts Small Company Index,GBP,Price,End of day,,RUFGESP,
Russell Fundamental Emerging Mkts Small Company Index,GBP,Total,End of day,,RUFGESTP,
Russell Fundamental Emerging Mkts Small Company Index,GBP,Net,End of day,,RUFGESNP,
Russell Fundamental Emerging Mkts Small Company Index,EUR,Price,End of day,,RUFGESE,
Russell Fundamental Emerging Mkts Small Company Index,EUR,Total,End of day,,RUFGESTE,
Russell Fundamental Emerging Mkts Small Company Index,EUR,Net,End of day,,RUFGESNE,
Russell Fundamental Emerging Mkts Small Company Index,JPY,Price,End of day,,RUFGESY,
Russell Fundamental Emerging Mkts Small Company Index,JPY,Total,End of day,,RUFGESTY,
Russell Fundamental Emerging Mkts Small Company Index,JPY,Net,End of day,,RUFGESNY,
Russell Fundamental Emerging Mkts Small Company NR,USD,Net,End of day,RUFGESNU,RUFGESNU,.RUFGESNU
Russell Fundamental Emerging Mkts Small Company TR,USD,Total,End of day,RUFGESTU,RUFGESTU,.RUFGESTU
Russell Fundamental Emerging Mkts Total Return,USD,Total,End of day,RUFGETRU,RUFGETRU,.RUFGETRU
Russell Fundamental Europe  ,USD,Price,End of day,RUFEUUSD,RUFEUUSD,.RUFEUUSD
Russell Fundamental Europe  Net Return,USD,Net,End of day,RUFEUNU,RUFEUNU,.RUFEUNU
Russell Fundamental Europe Index,GBP,Price,End of day,,RUFEUGBP,
Russell Fundamental Europe Index,GBP,Total,End of day,,RUFEUTP,
Russell Fundamental Europe Index,GBP,Net,End of day,,RUFEUNP,
Russell Fundamental Europe Index,EUR,Price,End of day,,RUFEUEUR,
Russell Fundamental Europe Index,EUR,Total,End of day,,RUFEUTE,
Russell Fundamental Europe Index,EUR,Net,End of day,,RUFEUNE,
Russell Fundamental Europe Index,JPY,Price,End of day,,RUFEUJPY,
Russell Fundamental Europe Index,JPY,Total,End of day,,RUFEUTY,
Russell Fundamental Europe Index,JPY,Net,End of day,,RUFEUNY,
Russell Fundamental Europe Large Company ,USD,Price,End of day,RUFEULU,RUFEULU,.RUFEULU
Russell Fundamental Europe Large Company Index,GBP,Price,End of day,,RUFEULP,
Russell Fundamental Europe Large Company Index,GBP,Total,End of day,,RUFEULTP,
Russell Fundamental Europe Large Company Index,GBP,Net,End of day,,RUFEULNP,
Russell Fundamental Europe Large Company Index,EUR,Price,End of day,,RUFEULE,
Russell Fundamental Europe Large Company Index,EUR,Total,End of day,,RUFEULTE,
Russell Fundamental Europe Large Company Index,EUR,Net,End of day,,RUFEULNE,
Russell Fundamental Europe Large Company Index,JPY,Price,End of day,,RUFEULY,
Russell Fundamental Europe Large Company Index,JPY,Total,End of day,,RUFEULTY,
Russell Fundamental Europe Large Company Index,JPY,Net,End of day,,RUFEULNY,
Russell Fundamental Europe Large Company NR,USD,Net,End of day,RUFEULNU,RUFEULNU,.RUFEULNU
Russell Fundamental Europe Large Company TR,USD,Total,End of day,RUFEULTU,RUFEULTU,.RUFEULTU
Russell Fundamental Europe Small Company ,USD,Price,End of day,RUFEUSU,RUFEUSU,.RUFEUSU
Russell Fundamental Europe Small Company Index,GBP,Price,End of day,,RUFEUSP,
Russell Fundamental Europe Small Company Index,GBP,Total,End of day,,RUFEUSTP,
Russell Fundamental Europe Small Company Index,GBP,Net,End of day,,RUFEUSNP,
Russell Fundamental Europe Small Company Index,EUR,Price,End of day,,RUFEUSE,
Russell Fundamental Europe Small Company Index,EUR,Total,End of day,,RUFEUSTE,
Russell Fundamental Europe Small Company Index,EUR,Net,End of day,,RUFEUSNE,
Russell Fundamental Europe Small Company Index,JPY,Price,End of day,,RUFEUSY,
Russell Fundamental Europe Small Company Index,JPY,Total,End of day,,RUFEUSTY,
Russell Fundamental Europe Small Company Index,JPY,Net,End of day,,RUFEUSNY,
Russell Fundamental Europe Small Company NR,USD,Net,End of day,RUFEUSNU,RUFEUSNU,.RUFEUSNU
Russell Fundamental Europe Small Company TR,USD,Total,End of day,RUFEUSTU,RUFEUSTU,.RUFEUSTU
Russell Fundamental Europe Total Return,USD,Total,End of day,RUFEUTU,RUFEUTU,.RUFEUTU
Russell Fundamental Eurozone EUR,EUR,Price,End of day,RUFEUZE,RUFEUZU,.RUFEUZE
Russell Fundamental Eurozone EUR NR,EUR,Net,End of day,RUFEUZNE,,.RUFEUZNE
Russell Fundamental Eurozone EUR TR,EUR,Total,End of day,RUFEUZTE,,.RUFEUZTE
Russell Fundamental Eurozone Large Company Index ,USD,Price,End of day,,RUFEUZLU,
Russell Fundamental Eurozone Small Company Index,USD,Price,End of day,,RUFEUZSU,
Russell Fundamental Eurozone USD,USD,Price,End of day,RUFEUZU,,.RUFEUZU
Russell Fundamental Eurozone USD NR,USD,Net,End of day,RUFEUZNU,,.RUFEUZNU
Russell Fundamental Eurozone USD TR,USD,Total,End of day,RUFEUZTU,,.RUFEUZTU
Russell Fundamental Finland,USD,Price,End of day,RUFFINPR,,.RUFFINPR
Russell Fundamental Finland Total Return,USD,Total,End of day,RUFFINTR,RUFFINTR,.RUFFINTR
Russell Fundamental France,USD,Price,End of day,RUFFRAPR,,.RUFFRAPR
Russell Fundamental France Net Return EUR,EUR,Net,End of day,RUFFNEUR,RUFFNEUR,.RUFFNEUR
Russell Fundamental France Net Return GBP,GBP,Net,End of day,RUFFNGBP,RUFFNGBP,.RUFFNGBP
Russell Fundamental France Net Return JPY,JPY,Net,End of day,RUFFNJPY,RUFFNJPY,.RUFFNJPY
Russell Fundamental France Net Return USD,USD,Net,End of day,RUFFNUSD,RUFFNUSD,.RUFFNUSD
Russell Fundamental France Total Return EUR,EUR,Total,End of day,RUFFTREU,RUFFTREU,.RUFFTREU
Russell Fundamental France Total Return GBP,GBP,Total,End of day,RUFFTRGB,RUFFNGBP,.RUFFTRGB
Russell Fundamental France Total Return JPY,JPY,Total,End of day,RUFFTRJP,RUFFTRJP,.RUFFTRJP
Russell Fundamental France Total Return USD,USD,Total,End of day,RUFFTRUS,RUFFTRUS,.RUFFTRUS
Russell Fundamental Germany,USD,Price,End of day,RUFDEPR,,.RUFDEPR
Russell Fundamental Germany Net Return EUR,EUR,Net,End of day,RUFGNEUR,RUFGTREU,.RUFGNEUR
Russell Fundamental Germany Net Return GBP,GBP,Net,End of day,RUFGNGBP,RUFGNGBP,.RUFGNGBP
Russell Fundamental Germany Net Return JPY,JPY,Net,End of day,RUFGNJPY,RUFGNFPY,.RUFGNJPY
Russell Fundamental Germany Net Return USD,USD,Net,End of day,RUFGNUSD,RUFGNUSD,.RUFGNUSD
Russell Fundamental Germany Total Return EUR,EUR,Total,End of day,RUFGTREU,RUFGNEUR,.RUFGTREU
Russell Fundamental Germany Total Return GBP,GBP,Total,End of day,RUFGTRGB,RUFGTRGB,.RUFGTRGB
Russell Fundamental Germany Total Return JPY,JPY,Total,End of day,RUFGTRJP,RUFGTRJP,.RUFGTRJP
Russell Fundamental Germany Total Return USD,USD,Total,End of day,RUFGTRUS,RUFGTRUS,.RUFGTRUS
Russell Fundamental Global  ,USD,Price,Real Time,RUFGUSD,RUFGUSD,.RUFGUSD
Russell Fundamental Global ex-US  ,USD,Price,End of day,RUFGXUUS,RUFGXUUS,.RUFGXUUS
Russell Fundamental Global ex-US Index,GBP,Price,End of day,,RUFGXUBP,
Russell Fundamental Global ex-US Index,GBP,Total,End of day,,RUFGXUTP,
Russell Fundamental Global ex-US Index,GBP,Net,End of day,,RUFGXUNP,
Russell Fundamental Global ex-US Index,EUR,Price,End of day,,RUFGXUEU,
Russell Fundamental Global ex-US Index,EUR,Total,End of day,,RUFGXUTE,
Russell Fundamental Global ex-US Index,EUR,Net,End of day,,RUFGXUNE,
Russell Fundamental Global ex-US Index,JPY,Price,End of day,,RUFGXUJY,
Russell Fundamental Global ex-US Index,JPY,Total,End of day,,RUFGXUTY,
Russell Fundamental Global ex-US Index,JPY,Net,End of day,,RUFGXUNY,
Russell Fundamental Global ex-US Large Company ,USD,Price,End of day,RUFGXULU,RUFGXULU,.RUFGXULU
Russell Fundamental Global ex-US Large Company Index,GBP,Price,End of day,,RUFGXULP,
Russell Fundamental Global ex-US Large Company Index,GBP,Total,End of day,,RUFXULTP,
Russell Fundamental Global ex-US Large Company Index,GBP,Net,End of day,,RUFXULNP,
Russell Fundamental Global ex-US Large Company Index,EUR,Price,End of day,,RUFGXULE,
Russell Fundamental Global ex-US Large Company Index,EUR,Total,End of day,,RUFXULTE,
Russell Fundamental Global ex-US Large Company Index,EUR,Net,End of day,,RUFXULNE,
Russell Fundamental Global ex-US Large Company Index,JPY,Price,End of day,,RUFGXULY,
Russell Fundamental Global ex-US Large Company Index,JPY,Total,End of day,,RUFXULTY,
Russell Fundamental Global ex-US Large Company Index,JPY,Net,End of day,,RUFXULNY,
Russell Fundamental Global ex-US Large Company NR,USD,Net,End of day,RUFXULNU,RUFXULNU,.RUFXULNU
Russell Fundamental Global ex-US Large Company TR,USD,Total,End of day,RUFXULTU,RUFXULTU,.RUFXULTU
Russell Fundamental Global ex-US Net Return,USD,Net,End of day,RUFGXUNU,RUFGXUNU,.RUFGXUNU
Russell Fundamental Global ex-US Select Real Estate Index,USD,Price,Real Time,RUFGXRE,,.RUFGXRE
Russell Fundamental Global ex-US Select Real Estate Index Net Return,USD,Net,Real Time,RUFGXREN,,.RUFGXREN
Russell Fundamental Global ex-US Select Real Estate Index Total Return,USD,Total,End of day,RUFGXRET,,.RUFGXRET
Russell Fundamental Global ex-US Small Company ,USD,Price,End of day,RUFGXUSU,RUFGXUSU,.RUFGXUSU
Russell Fundamental Global ex-US Small Company Index,GBP,Price,End of day,,RUFGXUSP,
Russell Fundamental Global ex-US Small Company Index,GBP,Total,End of day,,RUFXUSTP,
Russell Fundamental Global ex-US Small Company Index,GBP,Net,End of day,,RUFXUSNP,
Russell Fundamental Global ex-US Small Company Index,EUR,Price,End of day,,RUFGXUSE,
Russell Fundamental Global ex-US Small Company Index,EUR,Total,End of day,,RUFXUSTE,
Russell Fundamental Global ex-US Small Company Index,EUR,Net,End of day,,RUFXUSNE,
Russell Fundamental Global ex-US Small Company Index,JPY,Price,End of day,,RUFGXUSY,
Russell Fundamental Global ex-US Small Company Index,JPY,Total,End of day,,RUFXUSTY,
Russell Fundamental Global ex-US Small Company Index,JPY,Net,End of day,,RUFXUSNY,
Russell Fundamental Global ex-US Small Company NR,USD,Net,End of day,RUFXUSNU,RUFXUSNU,.RUFXUSNU
Russell Fundamental Global ex-US Small Company TR,USD,Total,End of day,RUFXUSTU,RUFXUSTU,.RUFXUSTU
Russell Fundamental Global ex-US Total Return,USD,Total,End of day,RUFGXUTU,RUFGXUTU,.RUFGXUTU
Russell Fundamental Global Index,GBP,Price,End of day,,RUFGGBP,
Russell Fundamental Global Index,GBP,Total,End of day,,RUFGTRP,
Russell Fundamental Global Index,GBP,Net,End of day,,RUFGBLNP,
Russell Fundamental Global Large Company ,USD,Price,End of day,RUFGBLLU,RUFGBLLU,.RUFGBLLU
Russell Fundamental Global Large Company Index,GBP,Price,End of day,,RUFGBLLP,
Russell Fundamental Global Large Company Index,GBP,Total,End of day,,RUFGBLTRP,
Russell Fundamental Global Large Company Index,GBP,Net,End of day,,RUFGLNP,
Russell Fundamental Global Large Company Index,EUR,Price,End of day,,RUFGLEU,
Russell Fundamental Global Large Company Index,EUR,Total,End of day,,RUFGLTRE,
Russell Fundamental Global Large Company Index,EUR,Net,End of day,,RUFGLNE,
Russell Fundamental Global Large Company Index,JPY,Price,End of day,,RUFGBLLY,
Russell Fundamental Global Large Company Index,JPY,Total,End of day,,RUFGLTY,
Russell Fundamental Global Large Company Index,JPY,Net,End of day,,RUFGLNY,
Russell Fundamental Global Large Company NR,USD,Net,End of day,RUFGLNU,RUFGLNU,.RUFGLNU
Russell Fundamental Global Large Company TR,USD,Total,End of day,RUFGLTU,RUFGLTU,.RUFGLTU
Russell Fundamental Global Net Return,USD,Net,End of day,RUFGBLNU,RUFGBLNU,.RUFGBLNU
Russell Fundamental Global Select Real Estate Index,USD,Price,Real Time,RUFGURE,,.RUFGURE
Russell Fundamental Global Select Real Estate Index Net Return,USD,Net,Real Time,RUFGUREN,,.RUFGUREN
Russell Fundamental Global Select Real Estate Index Total Return,USD,Total,End of day,RUFGURET,,.RUFGURET
Russell Fundamental Global Small Company ,USD,Price,End of day,RUFGSUSD,RUFGSUSD,.RUFGSUSD
Russell Fundamental Global Small Company Index,GBP,Price,End of day,,RUFGSBP,
Russell Fundamental Global Small Company Index,GBP,Total,End of day,,RUFGSTRP,
Russell Fundamental Global Small Company Index,GBP,Net,End of day,,RUFGSNP,
Russell Fundamental Global Small Company Index,EUR,Price,End of day,,RUFGSEU,
Russell Fundamental Global Small Company Index,EUR,Total,End of day,,RUFGSTRE,
Russell Fundamental Global Small Company Index,EUR,Net,End of day,,RUFGSNEU,
Russell Fundamental Global Small Company Index,JPY,Price,End of day,,RUFGSJY,
Russell Fundamental Global Small Company Index,JPY,Total,End of day,,RUFGSTY,
Russell Fundamental Global Small Company Index,JPY,Net,End of day,,RUFGSNY,
Russell Fundamental Global Small Company NR,USD,Net,End of day,RUFGSNU,RUFGSNU,.RUFGSNU
Russell Fundamental Global Small Company TR,USD,Total,End of day,RUFGSTU,RUFGSTU,.RUFGSTU
Russell Fundamental Global Total Return,USD,Total,End of day,RUFGBLTU,RUFGBLTU,.RUFGBLTU
Russell Fundamental Hong Kong,USD,Price,End of day,RUFHKPR,,.RUFHKPR
Russell Fundamental Hong Kong Net Return EUR,EUR,Net,End of day,RUFHKNEU,RUFHKNEU,.RUFHKNEU
Russell Fundamental Hong Kong Net Return GBP,GBP,Net,End of day,RUFHKNGB,RUFHKNGB,.RUFHKNGB
Russell Fundamental Hong Kong Net Return JPY,JPY,Net,End of day,RUFHKNJP,RUFHKNJP,.RUFHKNJP
Russell Fundamental Hong Kong Net Return USD,USD,Net,End of day,RUFHKNUS,RUFHKNUS,.RUFHKNUS
Russell Fundamental Hong Kong Total Return EUR,EUR,Total,End of day,RUFHKTRE,RUFHKTRE,.RUFHKTRE
Russell Fundamental Hong Kong Total Return GBP,GBP,Total,End of day,RUFHKTRG,RUFHKTRG,.RUFHKTRG
Russell Fundamental Hong Kong Total Return JPY,JPY,Total,End of day,RUFHKTRJ,RUFHKTRJ,.RUFHKTRJ
Russell Fundamental Hong Kong Total Return USD,USD,Total,End of day,RUFHKTRU,RUFHKTRU,.RUFHKTRU
Russell Fundamental India,USD,Price,End of day,RUFINDPR,,.RUFINDPR
Russell Fundamental India Net Return EUR,EUR,Net,End of day,RUFDINNE,RUFDINNE,.RUFDINNE
Russell Fundamental India Net Return GBP,GBP,Net,End of day,RUFDINNG,RUFDINNG,.RUFDINNG
Russell Fundamental India Net Return JPY,JPY,Net,End of day,RUFDINNJ,RUFDINNJ,.RUFDINNJ
Russell Fundamental India Net Return USD,USD,Net,End of day,RUFDINNU,RUFDINNU,.RUFDINNU
Russell Fundamental India Total Return EUR,EUR,Total,End of day,RUFDINTE,RUFDINTE,.RUFDINTE
Russell Fundamental India Total Return GBP,GBP,Total,End of day,RUFDINTG,RUFDINTG,.RUFDINTG
Russell Fundamental India Total Return JPY,JPY,Total,End of day,RUFDINTJ,RUFDINTJ,.RUFDINTJ
Russell Fundamental India Total Return USD,USD,Total,End of day,RUFDINTU,RUFDINTU,.RUFDINTU
Russell Fundamental Indonesia,USD,Price,End of day,RUFIDPR,,.RUFIDPR
Russell Fundamental Indonesia Net Return EUR,EUR,Net,End of day,RUFIDNEU,,.RUFIDNEU
Russell Fundamental Indonesia Net Return GBP,GBP,Net,End of day,RUFIDNGB,,.RUFIDNGB
Russell Fundamental Indonesia Net Return JPY,JPY,Net,End of day,RUFIDNJP,,.RUFIDNJP
Russell Fundamental Indonesia Net Return USD,USD,Net,End of day,RUFIDNUS,,.RUFIDNUS
Russell Fundamental Indonesia Total Return EUR,EUR,Total,End of day,RUFIDTRE,,.RUFIDTRE
Russell Fundamental Indonesia Total Return GBP,GBP,Total,End of day,RUFIDTRG,,.RUFIDTRG
Russell Fundamental Indonesia Total Return JPY,JPY,Total,End of day,RUFIDTRJ,,.RUFIDTRJ
Russell Fundamental Indonesia Total Return USD,USD,Total,End of day,RUFIDTRU,RUFIDTRU,.RUFIDTRU
Russell Fundamental Italy,USD,Price,End of day,RUFITYPR,,.RUFITYPR
Russell Fundamental Italy Net Return EUR,EUR,Net,End of day,RUFDINEU,RUFDINEU,.RUFDINEU
Russell Fundamental Italy Net Return GBP,GBP,Net,End of day,RUFDINGB,RUFDINGB,.RUFDINGB
Russell Fundamental Italy Net Return JPY,JPY,Net,End of day,RUFDINJP,RUFDINJP,.RUFDINJP
Russell Fundamental Italy Net Return USD,USD,Net,End of day,RUFDINUS,RUFDINUS,.RUFDINUS
Russell Fundamental Italy Total Return EUR,EUR,Total,End of day,RUFDITRE,RUFDITRE,.RUFDITRE
Russell Fundamental Italy Total Return GBP,GBP,Total,End of day,RUFDITRG,RUFDITRG,.RUFDITRG
Russell Fundamental Italy Total Return JPY,JPY,Total,End of day,RUFDITRJ,RUFDITRJ,.RUFDITRJ
Russell Fundamental Italy Total Return USD,USD,Total,End of day,RUFDITRU,RUFDITRU,.RUFDITRU
Russell Fundamental Japan,USD,Price,End of day,RUFJPNPR,,.RUFJPNPR
Russell Fundamental Japan Net Return EUR,EUR,Net,End of day,RUFJNEUR,RUFJNEUR,.RUFJNEUR
